Team,Name,Torneo,Goals,Succ. dribbles,Tackles,Assists,Accurate passes %,Big chances missed,Total shots,Goal conversion %,Interceptions,Clearances,Errors leading to goal,Big chances created,Accurate passes,Key passes,Saves,Clean sheet,Penalties saved,Saves from inside box,Runs out
Deportivo Pasto,Joyce Ossa,Apertura 2025A,1.0,0.0,11.0,0.0,81.86,0.0,8.0,12.5,19.0,48.0,0.0,0.0,325.0,2.0,,,,,
Fortaleza CEIF,Joyce Ossa,Clausura 2024B,0.0,0.0,4.0,0.0,80.72,0.0,2.0,0.0,2.0,9.0,0.0,0.0,134.0,0.0,,,,,
Fortaleza CEIF,Joyce Ossa,Apertura 2024A,0.0,7.0,9.0,0.0,80.8,1.0,7.0,0.0,5.0,26.0,0.0,0.0,324.0,3.0,,,,,
América de Cali,Joyce Ossa,Clausura 2023B,0.0,1.0,4.0,0.0,83.94,0.0,4.0,0.0,4.0,7.0,0.0,0.0,162.0,3.0,,,,,
Deportivo Cali,Juan Angulo,Apertura 2025A,0.0,0.0,1.0,0.0,76.62,0.0,0.0,0.0,1.0,3.0,0.0,0.0,59.0,0.0,,,,,
Unión Magdalena,Juan Angulo,Clausura 2023B,0.0,6.0,22.0,1.0,80.05,0.0,6.0,0.0,3.0,18.0,0.0,2.0,305.0,16.0,,,,,
Unión Magdalena,Juan Angulo,Apertura 2023A,0.0,6.0,11.0,0.0,74.59,0.0,7.0,0.0,11.0,24.0,0.0,0.0,273.0,14.0,,,,,
Deportivo Cali,Juan Arango,Apertura 2025A,0.0,2.0,3.0,0.0,70.97,0.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,,,,,
Deportivo Cali,Juan Arango,Clausura 2024B,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,,,,,
Deportivo Cali,Juan Arango,Clausura 2023B,0.0,0.0,2.0,0.0,71.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,,,,,
Patriotas Boyacá,Juan Arce,Clausura 2024B,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,12.0,0.0,,,,,
Boyacá Chicó FC,Juan Arce,Apertura 2024A,1.0,1.0,9.0,0.0,77.4,0.0,4.0,25.0,5.0,28.0,0.0,0.0,137.0,0.0,,,,,
Atlético Nacional,Juan Arias,Apertura 2025A,1.0,1.0,3.0,0.0,94.02,0.0,2.0,50.0,3.0,11.0,0.0,0.0,173.0,0.0,,,,,
Atlético Nacional,Juan Arias,Clausura 2024B,0.0,1.0,2.0,0.0,89.61,0.0,0.0,0.0,2.0,7.0,0.0,0.0,69.0,0.0,,,,,
Atlético Nacional,Juan Arias,Apertura 2024A,0.0,8.0,19.0,0.0,83.7,0.0,3.0,0.0,23.0,38.0,1.0,0.0,416.0,0.0,,,,,
Atlético Nacional,Juan Arias,Clausura 2023B,0.0,3.0,11.0,1.0,87.26,0.0,6.0,0.0,13.0,13.0,0.0,1.0,274.0,4.0,,,,,
Atlético Nacional,Juan Arias,Apertura 2023A,0.0,1.0,1.0,0.0,87.5,0.0,0.0,0.0,4.0,4.0,0.0,0.0,28.0,0.0,,,,,
Patriotas Boyacá,Juan Aristizábal,Clausura 2024B,0.0,1.0,0.0,0.0,80.81,0.0,0.0,0.0,2.0,0.0,0.0,0.0,80.0,6.0,,,,,
Independiente Santa Fe,Juan Aristizábal,Apertura 2024A,0.0,0.0,1.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,,,,,
Independiente Santa Fe,Juan Aristizábal,Clausura 2023B,0.0,0.0,0.0,0.0,73.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,,,,,
Independiente Medellín,Juan Arizala,Apertura 2025A,0.0,2.0,0.0,0.0,77.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,,,,,
Independiente Medellín,Juan Arizala,Clausura 2024B,1.0,3.0,6.0,0.0,78.1,0.0,2.0,50.0,2.0,7.0,0.0,0.0,82.0,3.0,,,,,
Independiente Medellín,Juan Arizala,Apertura 2024A,0.0,6.0,9.0,0.0,77.17,1.0,6.0,0.0,4.0,7.0,0.0,0.0,169.0,5.0,,,,,
Independiente Medellín,Juan Arizala,Clausura 2023B,0.0,0.0,0.0,0.0,90.48,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,
Independiente Medellín,Juan Arizala,Apertura 2023A,0.0,1.0,3.0,0.0,86.57,1.0,6.0,0.0,2.0,1.0,0.0,0.0,58.0,5.0,,,,,
Boyacá Chicó FC,Juan Asprilla,Apertura 2023A,0.0,0.0,0.0,0.0,61.29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,,,,,
Patriotas Boyacá,Juan Caicedo,Clausura 2024B,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,
Patriotas Boyacá,Juan Caicedo,Apertura 2024A,0.0,2.0,6.0,0.0,75.47,0.0,7.0,0.0,7.0,6.0,0.0,0.0,120.0,4.0,,,,,
Envigado FC,Juan Camilo Becerra,Clausura 2023B,0.0,3.0,3.0,0.0,65.09,2.0,9.0,0.0,0.0,7.0,0.0,0.0,69.0,6.0,,,,,
Deportivo Cali,Juan Camilo Cantillo,Apertura 2025A,0.0,0.0,2.0,0.0,71.79,0.0,8.0,0.0,0.0,1.0,0.0,0.0,28.0,5.0,,,,,
Deportivo Cali,Juan Camilo Cantillo,Clausura 2024B,0.0,3.0,5.0,1.0,68.6,0.0,7.0,0.0,0.0,1.0,0.0,1.0,59.0,4.0,,,,,
Alianza Valledupar FC,Juan Camilo Chaverra,Apertura 2025A,0.0,0.0,0.0,0.0,59.34,0.0,0.0,0.0,0.0,5.0,1.0,0.0,143.0,0.0,30.0,4.0,1.0,13.0,0.0
Deportes Tolima,Juan Camilo Chaverra,Clausura 2024B,0.0,0.0,0.0,0.0,70.17,0.0,0.0,0.0,0.0,7.0,1.0,0.0,127.0,0.0,12.0,1.0,0.0,4.0,0.0
Deportes Tolima,Juan Camilo Chaverra,Apertura 2024A,0.0,0.0,0.0,0.0,70.57,0.0,0.0,0.0,0.0,6.0,0.0,0.0,187.0,1.0,38.0,2.0,1.0,18.0,0.0
Deportes Tolima,Juan Camilo Chaverra,Clausura 2023B,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Deportes Tolima,Juan Camilo Chaverra,Apertura 2023A,0.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,1.0,0.0
Atlético Bucaramanga,Juan Camilo Mosquera,Clausura 2024B,1.0,2.0,7.0,1.0,75.41,0.0,1.0,100.0,10.0,10.0,0.0,0.0,92.0,5.0,,,,,
Atlético Bucaramanga,Juan Camilo Mosquera,Apertura 2024A,0.0,7.0,34.0,0.0,76.28,1.0,5.0,0.0,20.0,27.0,0.0,0.0,254.0,7.0,,,,,
Jaguares de Córdoba,Juan Camilo Roa,Clausura 2024B,2.0,8.0,27.0,0.0,83.81,1.0,12.0,16.67,9.0,9.0,0.0,2.0,497.0,18.0,,,,,
Jaguares de Córdoba,Juan Camilo Roa,Apertura 2024A,1.0,2.0,12.0,0.0,82.69,0.0,8.0,12.5,4.0,11.0,0.0,0.0,258.0,5.0,,,,,
Deportivo Pasto,Juan Camilo Roa,Clausura 2023B,0.0,4.0,34.0,0.0,77.8,0.0,8.0,0.0,14.0,22.0,0.0,0.0,347.0,9.0,,,,,
Deportivo Pasto,Juan Camilo Roa,Apertura 2023A,0.0,5.0,40.0,1.0,82.15,0.0,23.0,0.0,13.0,27.0,0.0,0.0,497.0,18.0,,,,,
Deportes Tolima,Juan Carabalí,Clausura 2023B,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,
Deportivo La Equidad,Juan Carvajal,Clausura 2024B,1.0,2.0,0.0,0.0,69.57,0.0,2.0,50.0,0.0,2.0,0.0,0.0,16.0,1.0,,,,,
Millonarios,Juan Carvajal,Apertura 2024A,0.0,1.0,5.0,2.0,83.7,0.0,7.0,0.0,0.0,8.0,0.0,1.0,77.0,5.0,,,,,
Millonarios,Juan Carvajal,Clausura 2023B,1.0,1.0,2.0,1.0,73.47,2.0,5.0,20.0,1.0,1.0,0.0,0.0,36.0,3.0,,,,,
Once Caldas,Juan Castaño,Apertura 2025A,0.0,0.0,13.0,0.0,71.68,0.0,0.0,0.0,8.0,18.0,0.0,0.0,81.0,2.0,,,,,
Boyacá Chicó FC,Juan Castaño,Apertura 2024A,0.0,4.0,22.0,0.0,71.79,1.0,8.0,0.0,18.0,65.0,0.0,0.0,369.0,3.0,,,,,
Deportivo Pasto,Juan Castilla,Apertura 2025A,1.0,5.0,3.0,0.0,87.8,0.0,5.0,20.0,3.0,3.0,0.0,0.0,180.0,7.0,,,,,
Deportivo Pasto,Juan Castilla,Clausura 2024B,0.0,0.0,3.0,4.0,80.79,0.0,10.0,0.0,3.0,4.0,0.0,5.0,286.0,20.0,,,,,
Deportivo Cali,Juan Castilla,Apertura 2024A,0.0,0.0,1.0,0.0,68.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,,,,,
Deportivo Cali,Juan Castilla,Clausura 2023B,0.0,4.0,9.0,1.0,75.38,1.0,6.0,0.0,4.0,6.0,0.0,1.0,196.0,10.0,,,,,
Fortaleza CEIF,Juan Castillo,Apertura 2025A,0.0,2.0,0.0,0.0,82.96,0.0,0.0,0.0,0.0,2.0,0.0,0.0,112.0,0.0,16.0,2.0,0.0,6.0,0.0
Fortaleza CEIF,Juan Castillo,Clausura 2024B,0.0,0.0,3.0,0.0,68.0,0.0,5.0,20.0,12.0,15.0,0.0,1.0,223.0,5.0,45.0,5.0,1.0,30.0,2.0
Fortaleza CEIF,Juan Castillo,Apertura 2024A,0.0,1.0,0.0,0.0,70.56,0.0,0.0,0.0,8.0,7.0,0.0,2.0,192.0,12.0,42.0,6.0,2.0,28.0,2.0
Deportivo La Equidad,Juan Ceballos,Clausura 2024B,0.0,0.0,8.0,0.0,72.64,0.0,4.0,0.0,3.0,1.0,0.0,0.0,77.0,6.0,,,,,
Deportivo La Equidad,Juan Ceballos,Apertura 2024A,1.0,6.0,17.0,0.0,76.63,0.0,13.0,7.69,6.0,8.0,1.0,0.0,223.0,6.0,,,,,
Alianza Petrolera,Juan Ceballos,Apertura 2023A,0.0,1.0,1.0,0.0,79.55,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,,,,,
Deportivo Cali,Juan Córdoba,Clausura 2024B,0.0,4.0,6.0,0.0,73.77,0.0,2.0,0.0,0.0,1.0,0.0,0.0,45.0,5.0,,,,,
Deportivo Cali,Juan Córdoba,Apertura 2024A,6.0,24.0,13.0,2.0,75.77,3.0,29.0,20.69,2.0,2.0,0.0,3.0,319.0,18.0,,,,,
Deportivo Cali,Juan Córdoba,Clausura 2023B,1.0,8.0,8.0,1.0,77.6,0.0,12.0,8.33,1.0,1.0,0.0,3.0,149.0,10.0,,,,,
Deportivo Cali,Juan Córdoba,Apertura 2023A,0.0,1.0,4.0,0.0,80.77,0.0,2.0,0.0,1.0,1.0,0.0,0.0,42.0,1.0,,,,,
Once Caldas,Juan David Cuesta,Apertura 2025A,0.0,1.0,18.0,1.0,78.67,0.0,0.0,0.0,13.0,17.0,0.0,0.0,284.0,11.0,,,,,
Once Caldas,Juan David Cuesta,Clausura 2024B,1.0,6.0,29.0,3.0,80.53,3.0,15.0,6.67,24.0,61.0,0.0,3.0,633.0,26.0,,,,,
Once Caldas,Juan David Cuesta,Apertura 2024A,0.0,5.0,27.0,1.0,74.74,0.0,6.0,0.0,15.0,59.0,0.0,2.0,500.0,12.0,,,,,
Once Caldas,Juan David Cuesta,Clausura 2023B,1.0,3.0,35.0,0.0,72.3,1.0,13.0,7.69,14.0,55.0,0.0,0.0,415.0,21.0,,,,,
Boyacá Chicó FC,Juan David Pérez,Clausura 2024B,1.0,2.0,2.0,1.0,82.25,0.0,10.0,10.0,4.0,0.0,0.0,0.0,190.0,10.0,,,,,
Boyacá Chicó FC,Juan David Pérez,Apertura 2024A,0.0,5.0,6.0,1.0,80.36,1.0,10.0,0.0,0.0,0.0,0.0,1.0,90.0,5.0,,,,,
Jaguares de Córdoba,Juan David Pérez,Clausura 2023B,0.0,4.0,7.0,1.0,81.91,3.0,12.0,0.0,3.0,0.0,0.0,1.0,154.0,16.0,,,,,
Deportivo Pereira,Juan David Ríos,Apertura 2025A,0.0,4.0,29.0,1.0,83.25,0.0,7.0,0.0,9.0,14.0,0.0,1.0,348.0,5.0,,,,,
Deportivo Pereira,Juan David Ríos,Clausura 2024B,1.0,2.0,24.0,1.0,85.91,0.0,7.0,14.29,16.0,13.0,0.0,0.0,500.0,15.0,,,,,
Deportivo Pereira,Juan David Ríos,Apertura 2024A,0.0,7.0,44.0,0.0,87.04,1.0,5.0,0.0,21.0,14.0,0.0,0.0,813.0,7.0,,,,,
Deportes Tolima,Juan David Ríos,Clausura 2023B,0.0,7.0,44.0,2.0,84.4,0.0,7.0,0.0,15.0,22.0,0.0,1.0,828.0,15.0,,,,,
Deportes Tolima,Juan David Ríos,Apertura 2023A,0.0,13.0,35.0,0.0,89.32,0.0,5.0,0.0,16.0,15.0,0.0,1.0,644.0,11.0,,,,,
Once Caldas,Juan Diaz,Apertura 2025A,0.0,0.0,2.0,0.0,87.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,2.0,,,,,
Patriotas Boyacá,Juan Diaz,Clausura 2024B,0.0,4.0,17.0,0.0,88.04,0.0,0.0,0.0,3.0,10.0,0.0,1.0,287.0,4.0,,,,,
Patriotas Boyacá,Juan Diaz,Apertura 2024A,0.0,7.0,25.0,0.0,86.99,0.0,4.0,0.0,12.0,18.0,0.0,1.0,428.0,14.0,,,,,
Unión Magdalena,Juan Diego Giraldo,Apertura 2025A,0.0,0.0,7.0,0.0,86.59,0.0,2.0,0.0,2.0,0.0,0.0,0.0,71.0,3.0,,,,,
Independiente Santa Fe,Juan Espitia,Clausura 2024B,0.0,0.0,0.0,0.0,41.18,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,4.0,1.0,0.0,1.0,1.0
Independiente Santa Fe,Juan Espitia,Apertura 2024A,0.0,0.0,0.0,0.0,80.95,0.0,0.0,0.0,0.0,4.0,0.0,0.0,34.0,1.0,3.0,0.0,0.0,0.0,0.0
Independiente Santa Fe,Juan Espitia,Clausura 2023B,0.0,0.0,0.0,0.0,54.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,3.0,0.0,0.0,2.0,0.0
Independiente Santa Fe,Juan Espitia,Apertura 2023A,0.0,1.0,0.0,2.0,63.95,0.0,0.0,0.0,0.0,10.0,0.0,1.0,149.0,2.0,28.0,4.0,0.0,15.0,5.0
Atlético Nacional,Juan Felipe Aguirre,Apertura 2025A,0.0,0.0,2.0,0.0,88.18,0.0,4.0,0.0,3.0,19.0,0.0,0.0,261.0,2.0,,,,,
Atlético Nacional,Juan Felipe Aguirre,Clausura 2024B,0.0,1.0,18.0,1.0,83.97,0.0,8.0,0.0,17.0,67.0,0.0,2.0,576.0,8.0,,,,,
Atlético Nacional,Juan Felipe Aguirre,Apertura 2024A,3.0,0.0,12.0,0.0,85.61,1.0,10.0,30.0,6.0,71.0,0.0,0.0,488.0,1.0,,,,,
Atlético Nacional,Juan Felipe Aguirre,Clausura 2023B,2.0,2.0,12.0,0.0,79.72,1.0,9.0,22.22,13.0,43.0,0.0,0.0,452.0,6.0,,,,,
Atlético Nacional,Juan Felipe Aguirre,Apertura 2023A,1.0,0.0,19.0,0.0,82.09,2.0,8.0,12.5,27.0,85.0,0.0,0.0,559.0,2.0,,,,,
Atlético Huila,Juan Fernando Caicedo,Clausura 2023B,0.0,2.0,3.0,0.0,63.16,2.0,8.0,0.0,1.0,5.0,0.0,0.0,60.0,1.0,,,,,
Deportes Tolima,Juan Fernando Caicedo,Apertura 2023A,3.0,2.0,3.0,1.0,72.48,1.0,17.0,17.65,0.0,6.0,0.0,0.0,108.0,9.0,,,,,
América de Cali,Juan Fernando Quintero,Apertura 2025A,2.0,4.0,1.0,2.0,78.0,0.0,16.0,12.5,0.0,1.0,0.0,1.0,273.0,14.0,,,,,
Junior Barranquilla,Juan Fernando Quintero,Apertura 2023A,1.0,7.0,3.0,0.0,79.14,0.0,27.0,3.7,0.0,0.0,0.0,3.0,277.0,23.0,,,,,
Deportivo Pasto,Juan Franco,Apertura 2025A,0.0,0.0,4.0,0.0,78.79,0.0,0.0,0.0,1.0,7.0,0.0,1.0,52.0,1.0,,,,,
Deportivo Pasto,Juan Franco,Clausura 2024B,0.0,0.0,5.0,0.0,71.64,0.0,4.0,0.0,3.0,6.0,0.0,0.0,144.0,5.0,,,,,
Deportivo Cali,Juan Franco,Apertura 2024A,0.0,0.0,1.0,0.0,81.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,,,,,
Deportivo Cali,Juan Franco,Clausura 2023B,0.0,4.0,25.0,1.0,71.94,0.0,6.0,0.0,15.0,23.0,0.0,1.0,405.0,15.0,,,,,
Deportivo Cali,Juan Franco,Apertura 2023A,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,,,,,
Once Caldas,Juan Gallego,Clausura 2024B,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Once Caldas,Juan García,Apertura 2025A,0.0,0.0,3.0,0.0,88.46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,1.0,,,,,
Once Caldas,Juan García,Clausura 2024B,0.0,0.0,12.0,0.0,81.22,0.0,5.0,0.0,5.0,5.0,0.0,0.0,186.0,3.0,,,,,
Once Caldas,Juan García,Apertura 2024A,0.0,0.0,3.0,0.0,89.13,0.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,,,,,
Fortaleza CEIF,Juan Guevara,Clausura 2024B,0.0,0.0,3.0,0.0,71.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,38.0,0.0,,,,,
Fortaleza CEIF,Juan Guevara,Apertura 2024A,0.0,11.0,22.0,0.0,81.6,1.0,9.0,0.0,11.0,58.0,0.0,0.0,439.0,0.0,,,,,
Deportes Tolima,Juan Guillermo Arboleda,Clausura 2023B,0.0,0.0,6.0,0.0,71.32,0.0,3.0,0.0,6.0,4.0,0.0,1.0,92.0,2.0,,,,,
Deportes Tolima,Juan Guillermo Arboleda,Apertura 2023A,0.0,4.0,21.0,1.0,76.76,0.0,5.0,0.0,15.0,11.0,0.0,1.0,218.0,8.0,,,,,
Envigado FC,Juan Holguin,Apertura 2025A,0.0,4.0,7.0,1.0,79.65,0.0,2.0,0.0,3.0,13.0,0.0,0.0,90.0,5.0,,,,,
Alianza Petrolera,Juan Hurtado,Apertura 2023A,0.0,0.0,0.0,0.0,91.67,0.0,2.0,0.0,0.0,6.0,0.0,0.0,22.0,0.0,,,,,
Unión Magdalena,Juan José Tello,Apertura 2025A,0.0,2.0,3.0,0.0,69.7,0.0,2.0,0.0,1.0,2.0,0.0,0.0,23.0,1.0,,,,,
Deportivo Cali,Juan José Tello,Apertura 2023A,0.0,2.0,19.0,0.0,72.47,0.0,2.0,0.0,17.0,18.0,0.0,0.0,279.0,6.0,,,,,
Llaneros FC,Juan José Vásquez,Apertura 2025A,0.0,1.0,4.0,0.0,74.35,0.0,1.0,0.0,4.0,21.0,0.0,0.0,142.0,2.0,,,,,
Boyacá Chicó FC,Juan Lucumi,Apertura 2024A,0.0,1.0,0.0,0.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,
Boyacá Chicó FC,Juan Lucumí,Apertura 2024A,0.0,1.0,1.0,0.0,83.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,
Deportivo La Equidad,Juan Mahecha,Clausura 2024B,0.0,1.0,9.0,1.0,80.84,1.0,3.0,0.0,4.0,12.0,0.0,2.0,211.0,7.0,,,,,
Deportivo La Equidad,Juan Mahecha,Apertura 2024A,0.0,1.0,13.0,0.0,89.31,0.0,5.0,0.0,8.0,7.0,0.0,0.0,234.0,3.0,,,,,
Deportivo La Equidad,Juan Mahecha,Clausura 2023B,0.0,0.0,9.0,1.0,83.66,0.0,4.0,0.0,9.0,7.0,0.0,0.0,256.0,11.0,,,,,
Deportivo La Equidad,Juan Mahecha,Apertura 2023A,0.0,1.0,16.0,1.0,88.18,0.0,2.0,0.0,16.0,13.0,0.0,0.0,291.0,8.0,,,,,
Envigado FC,Juan Manuel Cuesta,Clausura 2024B,0.0,8.0,11.0,0.0,77.33,0.0,13.0,0.0,1.0,14.0,0.0,1.0,133.0,7.0,,,,,
Envigado FC,Juan Manuel Cuesta,Apertura 2024A,2.0,8.0,10.0,0.0,78.6,0.0,16.0,12.5,1.0,6.0,0.0,1.0,169.0,8.0,,,,,
Independiente Medellín,Juan Manuel Cuesta,Clausura 2023B,0.0,1.0,0.0,0.0,78.05,1.0,3.0,0.0,1.0,0.0,0.0,0.0,32.0,3.0,,,,,
Deportivo Cali,Juan Manuel Valencia,Clausura 2024B,0.0,2.0,7.0,0.0,79.41,0.0,7.0,0.0,3.0,2.0,0.0,0.0,108.0,1.0,,,,,
Deportivo Cali,Juan Manuel Valencia,Apertura 2024A,0.0,2.0,11.0,0.0,79.06,1.0,7.0,0.0,6.0,15.0,0.0,0.0,151.0,3.0,,,,,
Deportes Tolima,Juan Manuel Valencia,Apertura 2023A,0.0,2.0,8.0,0.0,80.25,0.0,5.0,0.0,7.0,1.0,0.0,0.0,126.0,2.0,,,,,
Boyacá Chicó FC,Juan Marcelin,Apertura 2025A,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,,,,,
Atlético Bucaramanga,Juan Marcelin,Clausura 2023B,0.0,3.0,8.0,0.0,69.81,0.0,8.0,0.0,7.0,10.0,1.0,0.0,148.0,5.0,,,,,
Atlético Bucaramanga,Juan Marcelin,Apertura 2023A,0.0,1.0,2.0,0.0,72.58,0.0,7.0,0.0,2.0,0.0,0.0,1.0,45.0,6.0,,,,,
Deportes Tolima,Juan Mera,Clausura 2024B,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,
Deportes Tolima,Juan Mera,Apertura 2024A,1.0,4.0,13.0,0.0,84.35,0.0,10.0,10.0,18.0,43.0,0.0,0.0,469.0,2.0,,,,,
Deportes Tolima,Juan Mera,Clausura 2023B,0.0,0.0,4.0,0.0,81.25,0.0,1.0,0.0,1.0,9.0,0.0,0.0,65.0,1.0,,,,,
Deportes Tolima,Juan Mera,Apertura 2023A,0.0,0.0,6.0,0.0,80.27,0.0,3.0,0.0,5.0,2.0,0.0,0.0,118.0,0.0,,,,,
Deportivo Cali,Juan Mina,Clausura 2023B,0.0,0.0,0.0,1.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,,,,,
Deportivo Cali,Juan Mina,Apertura 2023A,0.0,1.0,2.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,,,,,
Deportivo Pereira,Juan Moreno,Clausura 2023B,0.0,0.0,1.0,0.0,60.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,,,,,
Millonarios,Juan Moreno,Clausura 2023B,0.0,0.0,0.0,0.0,64.03,0.0,0.0,0.0,0.0,4.0,0.0,0.0,89.0,0.0,17.0,1.0,0.0,6.0,0.0
Deportivo Pereira,Juan Moreno,Apertura 2023A,0.0,0.0,3.0,0.0,78.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,39.0,2.0,,,,,
Millonarios,Juan Moreno,Apertura 2023A,0.0,1.0,0.0,0.0,61.83,0.0,0.0,0.0,0.0,10.0,0.0,0.0,115.0,0.0,35.0,3.0,0.0,18.0,1.0
Rionegro Águilas Doradas,Juan Mosquera,Apertura 2023A,0.0,2.0,0.0,0.0,95.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,,,,,
Deportivo Pasto,Juan Nieva,Apertura 2024A,1.0,1.0,16.0,0.0,86.14,1.0,6.0,16.67,4.0,1.0,0.0,1.0,261.0,7.0,,,,,
Boyacá Chicó FC,Juan Obando,Clausura 2024B,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,
Boyacá Chicó FC,Juan Ojeda,Apertura 2025A,0.0,0.0,5.0,0.0,81.02,0.0,2.0,0.0,4.0,16.0,0.0,0.0,111.0,0.0,,,,,
Boyacá Chicó FC,Juan Ostos,Clausura 2024B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Boyacá Chicó FC,Juan Ostos,Apertura 2024A,0.0,0.0,1.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,
Boyacá Chicó FC,Juan Ostos,Clausura 2023B,0.0,0.0,0.0,0.0,72.22,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,,,,,
Deportivo Pasto,Juan Otálvaro,Clausura 2023B,0.0,1.0,4.0,1.0,83.33,0.0,5.0,0.0,0.0,0.0,0.0,3.0,85.0,10.0,,,,,
Envigado FC,Juan Pablo Aristizábal,Clausura 2024B,0.0,3.0,10.0,0.0,84.21,0.0,1.0,0.0,7.0,10.0,0.0,0.0,192.0,5.0,,,,,
Envigado FC,Juan Pablo Aristizábal,Clausura 2023B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Fortaleza CEIF,Juan Pablo Díaz,Apertura 2025A,0.0,0.0,1.0,0.0,87.5,0.0,3.0,0.0,1.0,0.0,0.0,0.0,28.0,2.0,,,,,
Fortaleza CEIF,Juan Pablo Díaz,Clausura 2024B,0.0,0.0,7.0,0.0,84.51,0.0,3.0,0.0,2.0,4.0,0.0,0.0,180.0,1.0,,,,,
Rionegro Águilas Doradas,Juan Pablo Díaz,Apertura 2024A,0.0,1.0,5.0,0.0,81.82,0.0,1.0,0.0,2.0,1.0,0.0,0.0,90.0,1.0,,,,,
Jaguares de Córdoba,Juan Pablo Gallego,Apertura 2024A,0.0,0.0,1.0,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,
América de Cali,Juan Pablo Munera,Apertura 2023A,0.0,0.0,0.0,0.0,61.9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,5.0,0.0,0.0,1.0,2.0
Deportes Tolima,Juan Pablo Nieto,Apertura 2025A,1.0,4.0,9.0,3.0,88.41,0.0,10.0,10.0,1.0,5.0,0.0,1.0,351.0,6.0,,,,,
Deportes Tolima,Juan Pablo Nieto,Clausura 2024B,3.0,6.0,20.0,1.0,88.42,0.0,11.0,27.27,12.0,22.0,0.0,1.0,1199.0,16.0,,,,,
Deportes Tolima,Juan Pablo Nieto,Apertura 2024A,1.0,7.0,26.0,1.0,87.52,0.0,13.0,7.69,15.0,17.0,0.0,1.0,975.0,16.0,,,,,
Deportes Tolima,Juan Pablo Nieto,Clausura 2023B,2.0,6.0,30.0,2.0,83.25,1.0,27.0,7.41,11.0,12.0,0.0,2.0,706.0,15.0,,,,,
