Team,Name,Torneo,Goals,Succ. dribbles,Tackles,Assists,Accurate passes %,Big chances missed,Total shots,Goal conversion %,Interceptions,Clearances,Errors leading to goal,Big chances created,Accurate passes,Key passes,Saves,Clean sheet,Penalties saved,Saves from inside box,Runs out
Patriotas Boyacá,Johan Perea,Clausura 2024B,2.0,3.0,5.0,0.0,71.7,0.0,16.0,12.5,2.0,6.0,0.0,0.0,76.0,2.0,,,,,
Patriotas Boyacá,Johan Perea,Apertura 2024A,0.0,2.0,1.0,0.0,84.21,2.0,3.0,0.0,0.0,1.0,0.0,1.0,16.0,1.0,,,,,
Deportivo La Equidad,Johan Rojas,Apertura 2024A,2.0,40.0,30.0,7.0,76.81,1.0,78.0,2.56,3.0,4.0,0.0,8.0,659.0,67.0,,,,,
Deportivo La Equidad,Johan Rojas,Clausura 2023B,3.0,23.0,21.0,2.0,75.96,0.0,49.0,6.12,8.0,2.0,0.0,1.0,335.0,29.0,,,,,
Deportivo La Equidad,Johan Rojas,Apertura 2023A,2.0,14.0,15.0,1.0,76.53,0.0,36.0,5.56,6.0,2.0,0.0,2.0,212.0,14.0,,,,,
Independiente Santa Fe,Johan Torres,Apertura 2025A,1.0,0.0,1.0,0.0,83.58,0.0,8.0,12.5,1.0,2.0,0.0,0.0,112.0,1.0,,,,,
Independiente Santa Fe,Johan Torres,Clausura 2024B,0.0,7.0,23.0,1.0,79.51,0.0,10.0,0.0,10.0,8.0,0.0,3.0,388.0,9.0,,,,,
Independiente Santa Fe,Johan Torres,Apertura 2024A,1.0,6.0,32.0,1.0,74.0,1.0,20.0,5.0,9.0,6.0,0.0,1.0,370.0,14.0,,,,,
Independiente Santa Fe,Johan Torres,Clausura 2023B,0.0,5.0,21.0,0.0,79.6,0.0,9.0,0.0,3.0,8.0,0.0,0.0,281.0,9.0,,,,,
Independiente Santa Fe,Johan Torres,Apertura 2023A,1.0,5.0,15.0,1.0,86.38,0.0,6.0,16.67,5.0,2.0,0.0,0.0,203.0,7.0,,,,,
Alianza Valledupar FC,Johan Wallens,Apertura 2025A,0.0,0.0,0.0,0.0,59.46,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0,5.0,0.0,0.0,1.0,0.0
Deportivo Cali,Johan Wallens,Clausura 2023B,0.0,0.0,2.0,0.0,55.05,0.0,0.0,0.0,0.0,5.0,0.0,0.0,109.0,0.0,33.0,3.0,0.0,18.0,1.0
Deportivo Cali,Johan Wallens,Apertura 2023A,0.0,0.0,0.0,0.0,77.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,1.0,0.0,0.0,0.0
Once Caldas,Johar Mejía,Apertura 2024A,0.0,0.0,1.0,0.0,76.92,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,,,,
Once Caldas,Johar Mejía,Clausura 2023B,1.0,5.0,3.0,1.0,64.05,1.0,23.0,4.35,1.0,0.0,0.0,0.0,98.0,8.0,,,,,
Boyacá Chicó FC,John Altamiranda,Clausura 2024B,0.0,1.0,7.0,0.0,65.31,0.0,2.0,0.0,4.0,3.0,0.0,0.0,96.0,4.0,,,,,
Deportivo La Equidad,John Altamiranda,Clausura 2023B,0.0,0.0,4.0,0.0,81.36,0.0,1.0,0.0,2.0,2.0,0.0,0.0,48.0,1.0,,,,,
Deportivo La Equidad,John Altamiranda,Apertura 2023A,0.0,0.0,2.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,
Envigado FC,John Araujo,Apertura 2025A,0.0,3.0,5.0,0.0,92.86,0.0,3.0,0.0,4.0,2.0,0.0,0.0,26.0,0.0,,,,,
Once Caldas,John Araujo,Clausura 2024B,0.0,0.0,1.0,0.0,63.64,0.0,2.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,,,,,
Once Caldas,John Araujo,Apertura 2024A,2.0,8.0,4.0,0.0,72.22,2.0,15.0,13.33,2.0,4.0,0.0,0.0,104.0,6.0,,,,,
Once Caldas,John Araujo,Clausura 2023B,0.0,4.0,3.0,0.0,94.44,0.0,2.0,0.0,3.0,0.0,0.0,0.0,34.0,1.0,,,,,
Once Caldas,John Araujo,Apertura 2023A,0.0,6.0,6.0,2.0,75.28,0.0,8.0,0.0,1.0,0.0,0.0,1.0,67.0,4.0,,,,,
Independiente Medellín,John Edwin Montaño,Clausura 2024B,1.0,12.0,3.0,0.0,80.0,0.0,10.0,10.0,2.0,1.0,0.0,0.0,104.0,7.0,,,,,
Independiente Medellín,John Edwin Montaño,Apertura 2024A,0.0,7.0,2.0,0.0,78.05,0.0,2.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,,,,,
Alianza Valledupar FC,John García,Apertura 2025A,0.0,0.0,5.0,1.0,84.05,0.0,8.0,0.0,3.0,40.0,0.0,1.0,274.0,1.0,,,,,
Alianza Valledupar FC,John García,Clausura 2024B,0.0,0.0,1.0,0.0,81.38,0.0,2.0,0.0,1.0,9.0,0.0,0.0,118.0,0.0,,,,,
América de Cali,John García,Apertura 2024A,1.0,0.0,3.0,0.0,83.12,0.0,6.0,16.67,3.0,12.0,0.0,0.0,128.0,1.0,,,,,
América de Cali,John García,Clausura 2023B,0.0,1.0,14.0,0.0,83.57,0.0,12.0,0.0,8.0,44.0,0.0,1.0,539.0,3.0,,,,,
América de Cali,John García,Apertura 2023A,1.0,3.0,5.0,0.0,82.76,0.0,4.0,25.0,7.0,19.0,0.0,0.0,192.0,2.0,,,,,
Atlético Huila,John Méndez,Clausura 2023B,0.0,0.0,0.0,0.0,92.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,,,,,
Boyacá Chicó FC,John Sánchez,Apertura 2025A,0.0,2.0,3.0,0.0,78.85,0.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,,,,,
Boyacá Chicó FC,John Sánchez,Clausura 2024B,0.0,1.0,5.0,0.0,84.06,0.0,6.0,0.0,2.0,0.0,0.0,0.0,58.0,1.0,,,,,
Deportivo Pasto,John Valencia,Clausura 2023B,0.0,10.0,7.0,0.0,76.61,0.0,1.0,0.0,5.0,7.0,0.0,0.0,95.0,1.0,,,,,
Atlético Huila,Johnathan Lopera,Apertura 2023A,0.0,0.0,13.0,0.0,73.3,0.0,9.0,0.0,15.0,37.0,0.0,0.0,324.0,3.0,,,,,
América de Cali,Joider Micolta,Apertura 2025A,1.0,0.0,4.0,0.0,66.67,0.0,3.0,33.33,1.0,3.0,0.0,0.0,14.0,2.0,,,,,
Atlético Bucaramanga,Joider Micolta,Clausura 2024B,0.0,5.0,1.0,0.0,76.92,1.0,4.0,0.0,0.0,1.0,0.0,0.0,80.0,3.0,,,,,
Atlético Bucaramanga,Joider Micolta,Apertura 2024A,4.0,18.0,14.0,2.0,77.06,3.0,26.0,15.38,0.0,4.0,0.0,2.0,215.0,14.0,,,,,
Deportivo La Equidad,Joiner Montero,Clausura 2024B,0.0,0.0,0.0,0.0,66.67,0.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,,,,,
Deportivo La Equidad,Joiner Montero,Apertura 2024A,1.0,1.0,12.0,0.0,69.72,0.0,5.0,20.0,4.0,8.0,0.0,0.0,99.0,3.0,,,,,
Deportivo La Equidad,Joiner Montero,Clausura 2023B,0.0,3.0,2.0,0.0,73.24,1.0,9.0,0.0,4.0,2.0,0.0,0.0,52.0,3.0,,,,,
Deportivo La Equidad,Joiner Montero,Apertura 2023A,1.0,9.0,6.0,1.0,76.37,1.0,16.0,6.25,9.0,7.0,0.0,0.0,265.0,11.0,,,,,
Independiente Santa Fe,Jonathan Barboza,Apertura 2023A,1.0,1.0,16.0,0.0,81.3,0.0,9.0,11.11,7.0,2.0,0.0,0.0,187.0,4.0,,,,,
Boyacá Chicó FC,Jonathan Herrera,Apertura 2025A,0.0,3.0,13.0,0.0,73.06,0.0,4.0,0.0,10.0,20.0,0.0,0.0,160.0,4.0,,,,,
Boyacá Chicó FC,Jonathan Herrera,Clausura 2024B,1.0,3.0,16.0,2.0,78.67,0.0,13.0,7.69,10.0,21.0,0.0,1.0,225.0,11.0,,,,,
Atlético Huila,Jonathan Herrera,Apertura 2023A,0.0,0.0,0.0,0.0,72.41,0.0,5.0,0.0,0.0,1.0,0.0,0.0,21.0,1.0,,,,,
Deportivo Cali,Jonathan Marulanda,Clausura 2024B,2.0,1.0,12.0,0.0,80.63,0.0,8.0,25.0,8.0,21.0,0.0,0.0,229.0,6.0,,,,,
Deportivo Cali,Jonathan Marulanda,Apertura 2024A,0.0,7.0,27.0,0.0,75.74,0.0,7.0,0.0,16.0,37.0,0.0,0.0,487.0,12.0,,,,,
Independiente Medellín,Jonathan Marulanda,Clausura 2023B,0.0,1.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,,,,,
Independiente Medellín,Jonathan Marulanda,Apertura 2023A,0.0,2.0,15.0,1.0,85.39,0.0,3.0,0.0,6.0,23.0,0.0,1.0,409.0,8.0,,,,,
Deportivo Pasto,Jonathan Perlaza,Apertura 2024A,0.0,0.0,2.0,0.0,92.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,,,,,
Junior Barranquilla,Jordan Barrera,Apertura 2025A,0.0,1.0,0.0,0.0,91.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,,
Junior Barranquilla,Jordan Barrera,Apertura 2023A,0.0,0.0,0.0,0.0,89.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,,,,,
Fortaleza CEIF,Jordan García,Apertura 2025A,0.0,0.0,0.0,0.0,56.86,0.0,0.0,0.0,0.0,4.0,0.0,0.0,87.0,0.0,19.0,1.0,0.0,15.0,1.0
Fortaleza CEIF,Jordan García,Clausura 2024B,0.0,0.0,0.0,0.0,80.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,1.0,0.0
Fortaleza CEIF,Jordan García,Apertura 2024A,0.0,0.0,0.0,0.0,82.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.0,8.0,0.0,0.0,5.0,0.0
Independiente Santa Fe,Jordy Monroy,Apertura 2025A,0.0,3.0,11.0,1.0,68.12,0.0,0.0,0.0,6.0,16.0,0.0,0.0,94.0,5.0,,,,,
Independiente Santa Fe,Jordy Monroy,Clausura 2024B,0.0,8.0,10.0,1.0,72.76,1.0,8.0,0.0,9.0,24.0,0.0,0.0,211.0,16.0,,,,,
Deportivo Pereira,Jordy Monroy,Apertura 2024A,0.0,15.0,25.0,1.0,78.95,0.0,6.0,0.0,13.0,38.0,0.0,3.0,435.0,9.0,,,,,
Deportivo Pereira,Jordy Monroy,Clausura 2023B,0.0,6.0,15.0,0.0,70.19,1.0,14.0,0.0,12.0,7.0,0.0,1.0,219.0,12.0,,,,,
Independiente Medellín,Jordy Monroy,Apertura 2023A,0.0,1.0,28.0,1.0,83.7,1.0,2.0,0.0,20.0,19.0,0.0,2.0,380.0,12.0,,,,,
Millonarios,Jorge Arias,Apertura 2025A,0.0,1.0,8.0,0.0,84.33,0.0,0.0,0.0,7.0,40.0,0.0,0.0,253.0,5.0,,,,,
Millonarios,Jorge Arias,Clausura 2024B,0.0,0.0,9.0,0.0,78.68,0.0,1.0,0.0,12.0,28.0,0.0,0.0,310.0,1.0,,,,,
Millonarios,Jorge Arias,Apertura 2024A,0.0,2.0,20.0,1.0,80.61,0.0,9.0,0.0,15.0,28.0,0.0,0.0,424.0,4.0,,,,,
Millonarios,Jorge Arias,Clausura 2023B,0.0,4.0,19.0,0.0,83.16,0.0,12.0,0.0,11.0,27.0,0.0,1.0,553.0,8.0,,,,,
Millonarios,Jorge Arias,Apertura 2023A,2.0,4.0,28.0,0.0,80.74,1.0,10.0,20.0,31.0,41.0,0.0,0.0,658.0,2.0,,,,,
Deportivo Pereira,Jorge Bermúdez,Apertura 2025A,0.0,2.0,6.0,0.0,83.82,0.0,6.0,0.0,3.0,11.0,0.0,0.0,259.0,6.0,,,,,
Deportivo Pereira,Jorge Bermúdez,Clausura 2024B,0.0,2.0,6.0,2.0,81.06,0.0,4.0,0.0,5.0,1.0,0.0,1.0,184.0,7.0,,,,,
Once Caldas,Jorge Cardona,Apertura 2025A,0.0,1.0,9.0,0.0,83.7,0.0,2.0,0.0,12.0,51.0,0.0,0.0,231.0,3.0,,,,,
Once Caldas,Jorge Cardona,Clausura 2024B,1.0,1.0,13.0,0.0,80.11,0.0,7.0,14.29,9.0,71.0,0.0,1.0,439.0,4.0,,,,,
Once Caldas,Jorge Cardona,Apertura 2024A,0.0,0.0,15.0,0.0,74.55,0.0,9.0,0.0,13.0,22.0,0.0,0.0,205.0,3.0,,,,,
Once Caldas,Jorge Cardona,Clausura 2023B,1.0,2.0,24.0,1.0,64.06,0.0,12.0,8.33,14.0,34.0,0.0,1.0,262.0,7.0,,,,,
Once Caldas,Jorge Cardona,Apertura 2023A,1.0,1.0,11.0,1.0,69.53,1.0,10.0,10.0,23.0,31.0,0.0,2.0,194.0,6.0,,,,,
Independiente Medellín,Jorge Hurtado,Apertura 2023A,0.0,9.0,6.0,0.0,75.81,1.0,5.0,0.0,3.0,3.0,0.0,0.0,47.0,3.0,,,,,
Once Caldas,Jorge Méndez,Apertura 2023A,0.0,1.0,0.0,1.0,75.81,0.0,2.0,0.0,1.0,0.0,0.0,1.0,47.0,3.0,,,,,
Rionegro Águilas Doradas,Jorge Ramos,Clausura 2024B,3.0,2.0,2.0,0.0,59.87,0.0,23.0,13.04,1.0,7.0,0.0,0.0,91.0,8.0,,,,,
Rionegro Águilas Doradas,Jorge Ramos,Apertura 2024A,0.0,1.0,7.0,2.0,56.25,0.0,14.0,0.0,1.0,6.0,0.0,0.0,63.0,3.0,,,,,
Deportivo La Equidad,Jorge Ramos,Clausura 2023B,0.0,0.0,4.0,0.0,61.84,0.0,7.0,0.0,1.0,3.0,0.0,0.0,47.0,2.0,,,,,
Deportivo La Equidad,Jorge Ramos,Apertura 2023A,2.0,2.0,16.0,1.0,57.93,0.0,19.0,10.53,2.0,5.0,0.0,1.0,95.0,7.0,,,,,
Rionegro Águilas Doradas,Jorge Rengifo,Apertura 2023A,0.0,17.0,6.0,2.0,68.93,2.0,9.0,0.0,3.0,0.0,0.0,0.0,71.0,8.0,,,,,
América de Cali,Jorge Soto,Apertura 2025A,0.0,0.0,0.0,0.0,64.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116.0,0.0,28.0,5.0,1.0,15.0,1.0
América de Cali,Jorge Soto,Clausura 2024B,0.0,1.0,0.0,0.0,60.5,0.0,0.0,0.0,0.0,19.0,1.0,0.0,242.0,1.0,36.0,6.0,1.0,16.0,9.0
América de Cali,Jorge Soto,Apertura 2024A,0.0,1.0,0.0,0.0,55.36,0.0,0.0,0.0,0.0,2.0,0.0,0.0,31.0,0.0,5.0,0.0,0.0,3.0,0.0
América de Cali,Jorge Soto,Clausura 2023B,0.0,0.0,2.0,0.0,67.16,0.0,1.0,0.0,0.0,18.0,0.0,0.0,550.0,1.0,66.0,11.0,0.0,35.0,4.0
Atlético Bucaramanga,Jork Becerra,Clausura 2023B,0.0,4.0,12.0,0.0,82.46,0.0,2.0,0.0,7.0,11.0,0.0,0.0,94.0,1.0,,,,,
Atlético Bucaramanga,Jork Becerra,Apertura 2023A,0.0,4.0,23.0,0.0,75.27,0.0,5.0,0.0,6.0,3.0,0.0,0.0,137.0,6.0,,,,,
Atlético Nacional,Jorman Campuzano,Apertura 2025A,0.0,0.0,16.0,0.0,91.64,0.0,1.0,0.0,7.0,3.0,0.0,0.0,252.0,2.0,,,,,
Atlético Nacional,Jorman Campuzano,Clausura 2024B,0.0,6.0,30.0,2.0,88.72,0.0,8.0,0.0,11.0,21.0,0.0,1.0,692.0,18.0,,,,,
Llaneros FC,Jose Bernal,Apertura 2025A,0.0,0.0,0.0,0.0,94.12,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,,,,,
Deportivo Pasto,Jose Bernal,Clausura 2024B,0.0,1.0,0.0,0.0,82.35,0.0,2.0,0.0,2.0,0.0,0.0,0.0,28.0,1.0,,,,,
Deportivo Pasto,Jose Bernal,Apertura 2024A,1.0,13.0,5.0,0.0,66.67,1.0,13.0,7.69,3.0,2.0,0.0,2.0,62.0,5.0,,,,,
Deportivo Pasto,Jose Bernal,Clausura 2023B,1.0,5.0,3.0,0.0,70.0,0.0,3.0,33.33,0.0,0.0,0.0,0.0,21.0,1.0,,,,,
Deportivo La Equidad,Jose Hernandez Chavez,Clausura 2023B,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,
Deportivo La Equidad,Jose Hernandez Chavez,Apertura 2023A,2.0,2.0,6.0,1.0,76.71,3.0,36.0,5.56,1.0,2.0,0.0,1.0,112.0,8.0,,,,,
Rionegro Águilas Doradas,Jose Leudo,Apertura 2023A,0.0,0.0,10.0,1.0,88.33,0.0,4.0,0.0,3.0,3.0,0.0,0.0,227.0,6.0,,,,,
Atlético Huila,Jose Montes,Apertura 2023A,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,
Independiente Santa Fe,Jose Ramirez Agudelo,Clausura 2023B,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
Atlético Huila,Jose Ramirez Agudelo,Apertura 2023A,1.0,2.0,6.0,0.0,76.98,0.0,5.0,20.0,3.0,2.0,0.0,0.0,97.0,3.0,,,,,
Independiente Santa Fe,Jose Silva,Apertura 2023A,0.0,0.0,1.0,0.0,66.8,0.0,0.0,0.0,0.0,4.0,1.0,0.0,167.0,0.0,20.0,3.0,0.0,9.0,3.0
Boyacá Chicó FC,Jose Soto,Clausura 2023B,1.0,1.0,5.0,0.0,76.88,0.0,5.0,20.0,6.0,4.0,0.0,0.0,153.0,2.0,,,,,
Boyacá Chicó FC,Jose Soto,Apertura 2023A,0.0,1.0,3.0,0.0,80.77,0.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,1.0,,,,,
América de Cali,Josen David Escobar del Duca,Clausura 2024B,0.0,4.0,22.0,2.0,83.46,0.0,14.0,0.0,10.0,10.0,0.0,2.0,444.0,15.0,,,,,
América de Cali,Josen David Escobar del Duca,Apertura 2024A,0.0,0.0,7.0,0.0,83.59,0.0,9.0,0.0,3.0,1.0,0.0,1.0,214.0,5.0,,,,,
América de Cali,Josen David Escobar del Duca,Clausura 2023B,0.0,5.0,17.0,2.0,89.58,0.0,10.0,0.0,12.0,14.0,0.0,2.0,1040.0,17.0,,,,,
Envigado FC,José Agustin Peréz,Clausura 2024B,0.0,2.0,26.0,0.0,79.73,0.0,0.0,0.0,7.0,18.0,0.0,0.0,240.0,3.0,,,,,
Independiente Medellín,José Aja,Clausura 2024B,0.0,0.0,3.0,1.0,76.7,0.0,6.0,0.0,4.0,19.0,0.0,1.0,135.0,2.0,,,,,
Independiente Medellín,José Aja,Apertura 2024A,0.0,2.0,3.0,0.0,78.75,0.0,4.0,0.0,8.0,23.0,0.0,0.0,189.0,1.0,,,,,
Independiente Santa Fe,José Aja,Clausura 2023B,0.0,2.0,8.0,1.0,80.38,1.0,16.0,0.0,16.0,48.0,0.0,1.0,381.0,3.0,,,,,
Independiente Santa Fe,José Aja,Apertura 2023A,2.0,3.0,14.0,0.0,77.25,0.0,16.0,12.5,20.0,61.0,0.0,0.0,394.0,3.0,,,,,
Boyacá Chicó FC,José Ampudia,Apertura 2025A,0.0,0.0,1.0,0.0,90.29,0.0,0.0,0.0,1.0,2.0,0.0,1.0,93.0,1.0,,,,,
Deportivo Cali,José Caldera,Apertura 2025A,1.0,0.0,13.0,0.0,77.87,0.0,6.0,16.67,12.0,36.0,0.0,0.0,197.0,1.0,,,,,
Deportivo Cali,José Caldera,Clausura 2024B,2.0,0.0,8.0,0.0,77.88,0.0,10.0,20.0,9.0,57.0,0.0,0.0,324.0,0.0,,,,,
Deportivo Cali,José Caldera,Apertura 2024A,1.0,2.0,3.0,1.0,76.56,1.0,4.0,25.0,7.0,19.0,0.0,1.0,98.0,2.0,,,,,
Deportivo Cali,José Caldera,Apertura 2023A,0.0,1.0,10.0,0.0,76.26,0.0,9.0,0.0,10.0,20.0,0.0,0.0,196.0,0.0,,,,,
América de Cali,José Cavadia,Apertura 2025A,0.0,1.0,5.0,1.0,91.04,0.0,5.0,0.0,3.0,3.0,0.0,1.0,244.0,8.0,,,,,
Independiente Medellín,José Chunga,Clausura 2023B,0.0,0.0,0.0,0.0,65.28,0.0,0.0,0.0,0.0,9.0,0.0,0.0,252.0,0.0,63.0,6.0,0.0,33.0,3.0
Alianza Petrolera,José Chunga,Apertura 2023A,0.0,0.0,0.0,0.0,69.98,0.0,1.0,0.0,1.0,21.0,1.0,0.0,415.0,0.0,97.0,6.0,0.0,62.0,1.0
Rionegro Águilas Doradas,José Contreras,Clausura 2024B,0.0,0.0,0.0,0.0,54.3,0.0,0.0,0.0,0.0,12.0,0.0,0.0,221.0,1.0,36.0,4.0,0.0,24.0,3.0
Rionegro Águilas Doradas,José Contreras,Apertura 2024A,0.0,0.0,0.0,0.0,55.44,0.0,0.0,0.0,0.0,8.0,0.0,0.0,270.0,3.0,58.0,6.0,0.0,27.0,1.0
Rionegro Águilas Doradas,José Contreras,Clausura 2023B,0.0,1.0,1.0,0.0,53.01,0.0,0.0,0.0,0.0,26.0,0.0,0.0,343.0,0.0,74.0,10.0,0.0,37.0,8.0
Rionegro Águilas Doradas,José Contreras,Apertura 2023A,0.0,2.0,2.0,0.0,65.57,0.0,0.0,0.0,0.0,26.0,1.0,0.0,516.0,0.0,65.0,7.0,0.0,33.0,11.0
Independiente Santa Fe,José Correa,Apertura 2024A,0.0,0.0,0.0,1.0,77.19,0.0,6.0,0.0,0.0,3.0,0.0,0.0,44.0,5.0,,,,,
Junior Barranquilla,José Cuenú,Apertura 2025A,0.0,0.0,6.0,0.0,81.82,0.0,4.0,0.0,7.0,27.0,0.0,0.0,207.0,2.0,,,,,
Deportivo Pasto,José Cuenú,Clausura 2024B,1.0,1.0,14.0,0.0,79.97,0.0,13.0,7.69,25.0,83.0,0.0,0.0,539.0,3.0,,,,,
Rionegro Águilas Doradas,José Cuenú,Apertura 2024A,0.0,1.0,5.0,0.0,76.34,0.0,5.0,0.0,4.0,32.0,0.0,0.0,213.0,1.0,,,,,
Rionegro Águilas Doradas,José Cuenú,Clausura 2023B,2.0,1.0,10.0,1.0,77.48,1.0,15.0,13.33,26.0,78.0,0.0,1.0,430.0,4.0,,,,,
Deportes Tolima,José Cuenú,Apertura 2023A,0.0,0.0,13.0,0.0,79.56,0.0,5.0,0.0,8.0,35.0,1.0,0.0,253.0,0.0,,,,,
Patriotas Boyacá,José Daniel García,Clausura 2024B,0.0,2.0,10.0,0.0,79.07,0.0,8.0,0.0,10.0,57.0,0.0,0.0,423.0,2.0,,,,,
Junior Barranquilla,José Enamorado,Apertura 2025A,1.0,14.0,15.0,1.0,76.25,1.0,10.0,10.0,5.0,5.0,0.0,1.0,122.0,7.0,,,,,
Junior Barranquilla,José Enamorado,Clausura 2024B,0.0,23.0,17.0,3.0,76.25,2.0,14.0,0.0,7.0,2.0,0.0,1.0,305.0,23.0,,,,,
Junior Barranquilla,José Enamorado,Apertura 2024A,1.0,39.0,22.0,3.0,74.16,2.0,15.0,6.67,4.0,2.0,0.0,9.0,287.0,24.0,,,,,
Junior Barranquilla,José Enamorado,Clausura 2023B,3.0,22.0,9.0,2.0,69.52,1.0,20.0,15.0,5.0,0.0,0.0,3.0,187.0,15.0,,,,,
Independiente Santa Fe,José Enamorado,Apertura 2023A,5.0,54.0,20.0,3.0,70.38,0.0,41.0,12.2,7.0,1.0,0.0,3.0,221.0,32.0,,,,,
Atlético Huila,José Escobar,Apertura 2023A,0.0,0.0,0.0,0.0,42.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
Deportivo La Equidad,José Lloreda,Clausura 2024B,0.0,2.0,5.0,0.0,65.79,0.0,4.0,0.0,0.0,2.0,0.0,0.0,50.0,2.0,,,,,
Deportivo La Equidad,José Lloreda,Apertura 2024A,1.0,4.0,7.0,1.0,73.3,3.0,14.0,7.14,5.0,2.0,0.0,1.0,151.0,15.0,,,,,
Deportivo La Equidad,José Lloreda,Clausura 2023B,1.0,8.0,7.0,1.0,67.79,0.0,19.0,5.26,1.0,0.0,0.0,1.0,141.0,8.0,,,,,
Deportivo La Equidad,José Lloreda,Apertura 2023A,1.0,1.0,5.0,1.0,75.0,0.0,9.0,11.11,1.0,1.0,0.0,0.0,75.0,7.0,,,,,
Unión Magdalena,José Mercado,Apertura 2025A,0.0,0.0,2.0,0.0,86.11,0.0,1.0,0.0,3.0,6.0,0.0,0.0,93.0,2.0,,,,,
Unión Magdalena,José Mercado,Clausura 2023B,0.0,7.0,19.0,0.0,81.21,0.0,10.0,0.0,13.0,17.0,0.0,0.0,350.0,3.0,,,,,
Unión Magdalena,José Mercado,Apertura 2023A,0.0,4.0,17.0,1.0,70.65,0.0,4.0,0.0,4.0,2.0,0.0,0.0,65.0,3.0,,,,,
Deportivo Cali,José Moreno,Clausura 2024B,0.0,0.0,0.0,0.0,69.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,,,,
Deportivo Pereira,José Moya,Apertura 2025A,0.0,2.0,8.0,0.0,77.87,0.0,11.0,0.0,11.0,65.0,0.0,0.0,285.0,5.0,,,,,
Deportivo Pereira,José Moya,Clausura 2024B,1.0,3.0,20.0,1.0,78.36,0.0,8.0,12.5,15.0,76.0,0.0,1.0,467.0,4.0,,,,,
Deportivo Pereira,José Moya,Apertura 2024A,0.0,1.0,10.0,0.0,85.02,2.0,3.0,0.0,9.0,30.0,0.0,1.0,176.0,1.0,,,,,
Alianza Valledupar FC,José Muñoz,Apertura 2025A,0.0,0.0,0.0,0.0,73.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,,,,
Independiente Medellín,José Ortiz,Apertura 2025A,0.0,0.0,1.0,0.0,89.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,1.0,,,,,
Independiente Medellín,José Ortiz,Clausura 2024B,0.0,0.0,13.0,0.0,74.45,0.0,2.0,0.0,10.0,20.0,0.0,0.0,204.0,1.0,,,,,
Independiente Medellín,José Ortiz,Apertura 2024A,0.0,7.0,13.0,0.0,84.36,0.0,6.0,0.0,9.0,43.0,0.0,1.0,604.0,2.0,,,,,
Independiente Medellín,José Ortiz,Clausura 2023B,1.0,7.0,34.0,1.0,83.73,0.0,5.0,20.0,21.0,87.0,0.0,2.0,834.0,4.0,,,,,
Junior Barranquilla,José Ortiz,Apertura 2023A,0.0,2.0,12.0,0.0,87.09,1.0,2.0,0.0,12.0,19.0,0.0,1.0,344.0,2.0,,,,,
Boyacá Chicó FC,José Tomino,Clausura 2024B,0.0,0.0,3.0,0.0,58.18,0.0,1.0,0.0,3.0,2.0,0.0,0.0,32.0,0.0,,,,,
Millonarios,Jovani Welch,Clausura 2024B,0.0,0.0,1.0,0.0,81.08,0.0,1.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,,,,,
Independiente Santa Fe,Jown Cardona,Clausura 2024B,0.0,1.0,5.0,0.0,76.12,0.0,2.0,0.0,0.0,1.0,0.0,0.0,51.0,1.0,,,,,
Deportivo Pasto,Jown Cardona,Clausura 2023B,0.0,3.0,6.0,1.0,80.34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,94.0,3.0,,,,,
